,Issue Date,Violation Location,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,Fine Level 2 Amount,Curr Amt Due,Ticket Queue,Ticket Queue Date,Notice Level,Hear Decision,bike block
195623,1/25/2005 10:05:00 PM,502 E OAKWOOD,2833908,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,253,TOYT,100,200,100.0,Define,2/16/2005 9:00:40 PM,,N,True
197684,2/15/2005 10:47:00 AM,1439 N WELLS,1884444,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,100,200,0.0,Paid,4/13/2005 9:14:54 PM,DETR,N,True
205993,2/16/2005 9:39:00 AM,1500 N WELLS,2196448,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,100,200,0.0,Paid,7/21/2005 7:55:16 AM,FINL,N,True
213556,2/17/2005 4:14:00 PM,3606 W LAWRENCE AVE,7426749,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,100,200,244.0,Notice,2/23/2005 10:34:00 PM,SEIZ,N,True
213744,2/17/2005 10:50:00 AM,1344 N WELLS,553GGX,MO,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,CHEV,100,200,0.0,Dismissed,4/28/2005 3:00:19 AM,,N,True
216662,2/10/2005 9:12:00 AM,4010 W 26TH ST,4952819,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,100,200,0.0,Paid,3/10/2006 10:36:24 AM,SEIZ,N,True
220286,2/14/2005 5:23:00 PM,4420 S DREXEL,4937099,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,FORD,100,200,0.0,Paid,7/6/2005 6:15:21 PM,SEIZ,N,True
220288,2/14/2005 6:40:00 PM,4324 S DREXEL,4919677,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,HYUN,100,200,0.0,Paid,11/15/2015 9:12:24 AM,FINL,N,True
220583,2/16/2005 10:10:00 PM,4850 S DREXEL,444D394,IL,TMP,0940060,PARK/STAND ON BICYCLE PATH,021,CHEV,100,200,0.0,Paid,3/3/2005 9:18:26 PM,VIOL,N,True
224782,1/28/2005 10:40:00 PM,2274 N LINCOLN,T513082,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,018,TOYT,100,200,0.0,Paid,5/20/2005 9:22:44 AM,SEIZ,N,True
227012,2/9/2005 10:17:00 AM,4074 W 26TH ST,7834340,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,100,200,244.0,Notice,3/2/2005 10:38:47 PM,SEIZ,N,True
233913,2/19/2005 2:19:00 PM,1360 N WELLS,3501494,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,CHEV,100,200,0.0,Dismissed,7/13/2005 2:26:39 PM,DETR,Y,True
246577,2/22/2005 9:56:00 AM,2258 W LINCOLN,7274951,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,018,TOYT,100,200,0.0,Paid,3/18/2005 9:12:47 PM,VIOL,N,True
247674,2/24/2005 4:20:00 PM,444 N WELLS,D795996,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HOND,100,200,0.0,Paid,4/26/2005 12:37:49 PM,FINL,N,True
256323,2/25/2005 1:56:00 PM,847 W WASHINGTON BLVD,7185035,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,LEXU,100,200,0.0,Paid,3/31/2005 9:14:23 PM,VIOL,N,True
259291,2/25/2005 6:24:00 AM,4336 W 26TH ST,7158219,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,MITS,100,200,213.5,Notice,3/2/2005 10:38:47 PM,FINL,N,True
263247,2/25/2005 4:00:00 AM,4153 W 26TH ST,91307A,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,010,FORD,100,200,100.0,Define,3/1/2005 9:00:37 PM,,N,True
264041,2/28/2005 2:32:00 PM,1647 N WELLS,7224935,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,100,200,0.0,Paid,3/22/2005 9:14:41 PM,VIOL,N,True
268289,2/25/2005 6:22:00 PM,4659 S DREXEL,H934525,IN,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,DODG,100,200,100.0,Define,3/2/2005 9:00:40 PM,,N,True
269304,2/24/2005 12:23:00 PM,1618 N WELLS,4503563,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,018,SAAB,100,200,0.0,Paid,11/15/2015 9:12:24 AM,SEIZ,N,True
277157,3/2/2005 10:26:00 AM,657 W ARMITAGE,5558712,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,MERC,100,200,0.0,Paid,3/11/2005 6:00:24 PM,,N,True
282938,2/27/2005 10:15:00 PM,4917 S DREXEL,1276751,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,LEXU,100,200,0.0,Paid,7/6/2005 9:08:25 PM,FINL,N,True
283003,2/27/2005 10:20:00 PM,4901 S DREXEL,5631030,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,CHEV,100,200,0.0,Paid,6/16/2005 2:14:21 PM,SEIZ,N,True
284828,3/3/2005 10:26:00 AM,2631 N HALSTED ST,D794730,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,VOLV,100,200,0.0,Paid,3/21/2005 6:43:07 AM,VIOL,N,True
289398,2/1/2005 1:41:00 PM,708 N DEARBORN,3493493,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,216,CHRY,100,200,0.0,Paid,3/8/2005 9:15:29 PM,,N,True
289400,2/8/2005 7:15:00 PM,200 N WELLS,315E154,IL,TMP,0940060,PARK/STAND ON BICYCLE PATH,216,CHEV,100,200,0.0,Dismissed,8/2/2005 11:18:47 AM,VIOL,Y,True
290692,2/27/2005 11:06:00 AM,4331 W 26TH ST,7548747,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,100,200,0.0,Paid,8/4/2005 12:50:07 PM,DETR,Y,True
306553,3/5/2005 4:36:00 PM,904 W ARMITAGE,6879286,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,ACUR,100,200,0.0,Dismissed,4/20/2005 10:24:58 AM,VIOL,Y,True
310622,3/7/2005 9:32:00 PM,4431 S DREXEL,4687576,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,TOYT,100,200,0.0,Dismissed,4/23/2005 11:50:26 AM,VIOL,Y,True
312917,3/7/2005 9:21:00 PM,4901 S DREXEL,4211517,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,MERC,100,200,0.0,Paid,9/14/2006 3:39:43 PM,SEIZ,N,True
312924,3/7/2005 11:05:00 PM,4810 S DREXEL,6128759,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,FORD,100,200,244.0,Notice,3/16/2005 10:29:33 PM,SEIZ,N,True
317582,2/26/2005 9:24:00 PM,1720 W 67TH ST,7102797,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,007,TOYT,100,200,0.0,Paid,7/18/2005 5:05:36 PM,SEIZ,N,True
317964,3/7/2005 1:58:00 PM,4054 W 26TH ST,5726832,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,JEEP,100,200,0.0,Paid,4/12/2005 8:01:09 AM,DETR,N,True
318088,3/3/2005 9:30:00 PM,4056 W 26TH ST,3262784,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,MERZ,100,200,0.0,Paid,4/2/2005 11:48:09 AM,VIOL,N,True
318090,3/3/2005 9:25:00 PM,4058 W 26TH ST,YJX536,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,100,200,0.0,Paid,4/2/2005 11:47:02 AM,VIOL,N,True
325573,3/11/2005 12:39:00 PM,1017 W WASHINGTON BLVD,PEARLE3,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,CHRY,100,200,0.0,Paid,9/29/2009 2:37:13 PM,SEIZ,N,True
329733,3/9/2005 3:10:00 PM,4507 N GREENVIEW,Y161985,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,019,SATR,100,200,0.0,Dismissed,4/13/2005 8:52:42 AM,,Y,True
333019,3/15/2005 12:37:00 PM,1725 N DAMEN,XRH641,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,MAZD,100,200,0.0,Paid,4/22/2005 9:17:05 PM,DETR,N,True
334523,3/6/2005 8:41:00 AM,1032 W 67TH ST,7759880,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,007,CHEV,100,200,244.0,Notice,3/23/2005 10:36:06 PM,SEIZ,N,True
337193,3/8/2005 11:09:00 AM,1614 N WELLS,3065412,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,018,DODG,100,200,0.0,Paid,4/18/2005 4:12:21 PM,DETR,N,True
344633,3/11/2005 4:30:00 PM,1521 S WABASH,4164633,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,SATR,100,200,0.0,Dismissed,7/11/2005 11:08:30 AM,,Y,True
344634,3/11/2005 4:30:00 PM,1300 S WABASH,2560604,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,LEXU,100,200,0.0,Paid,3/23/2005 9:16:55 PM,,N,True
344635,3/11/2005 4:30:00 PM,1233 S WABASH,3459529,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,LEXU,100,200,100.0,Define,3/18/2005 9:00:36 PM,,N,True
346392,3/17/2005 11:22:00 AM,5909 N KENMORE,AAX5924,MI,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,100,200,244.0,Notice,12/22/2005 9:54:28 PM,FINL,N,True
358368,3/18/2005 9:46:00 AM,811 W JACKSON BOULEVARD,3468392,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,OLDS,100,200,0.0,Paid,4/18/2005 9:10:59 PM,VIOL,N,True
358379,3/18/2005 11:42:00 AM,1013 W WASHINGTON BLVD,3713157,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,PONT,100,200,0.0,Paid,3/19/2008 4:38:08 PM,FINL,N,True
363497,3/14/2005 10:03:00 PM,4054 W 26TH ST,4727091,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,OLDS,100,200,0.0,Paid,8/3/2005 11:50:23 AM,DETR,Y,True
363509,3/12/2005 10:06:00 AM,4212 W 26TH ST,97225F,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,152,CHEV,100,200,100.0,Define,3/22/2005 9:00:36 PM,,N,True
365209,3/19/2005 10:59:00 AM,3745 N HALSTED ST,2829288,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,100,200,0.0,Dismissed,7/13/2005 10:39:27 AM,,Y,True
370525,3/15/2005 10:40:00 AM,1500 N WELLS,123470,IL,ENV,0940060,PARK/STAND ON BICYCLE PATH,018,CHEV,100,200,0.0,Paid,3/15/2006 10:59:43 AM,SEIZ,N,True
370832,3/12/2005 7:57:00 PM,4810 S DREXEL,7645467,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,TOYT,100,200,100.0,Define,3/23/2005 9:00:40 PM,,N,True
370834,3/12/2005 11:35:00 PM,4811 S DREXEL,6940189,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,OLDS,100,200,0.0,Paid,2/24/2006 1:26:23 PM,VIOL,N,True
379634,3/23/2005 11:14:00 AM,835 W WASHINGTON BLVD,PGFA,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,VOLV,100,200,0.0,Paid,4/1/2005 9:15:40 PM,,N,True
381830,3/18/2005 8:16:00 PM,4019 W 26TH ST,6147664,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,EGIL,100,200,0.0,Paid,5/16/2005 1:55:44 PM,DETR,N,True
384156,3/16/2005 12:19:00 AM,1025 W WASHINGTON,429MF,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,012,INTL,100,200,0.0,Dismissed,1/24/2012,,N,True
384158,3/16/2005 1:07:00 PM,853 W WASHINGTON,2149655,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,012,PONT,100,200,0.0,Paid,10/18/2007 12:14:20 PM,FINL,N,True
386735,3/24/2005 10:16:00 AM,1025 W JACKSON BOULEVARD,6918002,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,CHEV,100,200,0.0,Paid,4/13/2005 9:17:56 PM,VIOL,N,True
394226,3/22/2005 7:30:00 PM,2509 W 67TH ST,3805099,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,008,FORD,100,200,0.0,Paid,2/12/2009 11:56:14 AM,DLS,N,True
399488,3/13/2005 12:24:00 PM,1551 N WELLS,7243883,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,018,MERZ,100,200,0.0,Paid,12/26/2008 9:57:17 AM,FINL,N,True
400222,3/21/2005 12:21:00 PM,4333 W 26TH,6070102,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,FORD,100,200,0.0,Paid,4/1/2005 9:13:27 PM,,N,True
409396,3/20/2005 7:20:00 PM,4607 S DREXEL BLVD,4509834,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,CHRY,100,200,244.0,Notice,12/12/2005 3:51:43 PM,SEIZ,N,True
421899,3/22/2005 11:58:00 AM,845 W WASHINGTON,5557TX,IL,TXI,0940060,PARK/STAND ON BICYCLE PATH,012,FORD,100,200,0.0,Paid,1/30/2006 3:33:00 PM,SEIZ,Y,True
422079,3/30/2005 2:04:00 PM,3315 N HALSTED ST,33090FF,IL,FFM,0940060,PARK/STAND ON BICYCLE PATH,0498,JEEP,100,200,0.0,Paid,5/18/2005 9:12:28 PM,DETR,N,True
423731,3/30/2005 10:44:00 AM,845 W WASHINGTON BLVD,Y588959,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,MITS,100,200,100.0,Define,3/31/2005 9:00:38 PM,,N,True
423745,3/30/2005 12:10:00 PM,168 N CLINTON ST,E58158,IL,ENV,0940060,PARK/STAND ON BICYCLE PATH,0498,VOLK,100,200,244.0,Notice,4/6/2005 10:44:58 PM,SEIZ,N,True
424503,3/30/2005 9:40:00 AM,1837 W HOWARD,563HVF,WI,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,100,200,244.0,Notice,5/11/2005 10:49:50 PM,DLS,N,True
430559,3/31/2005 1:52:00 PM,1407 N WELLS,6731643,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,AUDI,100,200,0.0,Paid,4/14/2005 10:55:44 AM,VIOL,N,True
439751,4/1/2005 10:37:00 AM,2808 N HALSTED ST,1371406,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,100,200,0.0,Paid,3/4/2006 11:11:59 AM,FINL,N,True
440234,4/1/2005 1:59:00 PM,1353 N WELLS,4494111,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,LEXU,100,200,0.0,Paid,4/8/2005 3:11:20 PM,,N,True
449628,4/2/2005 4:35:00 PM,4740 S DREXEL,5145563,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,021,TOYT,100,200,0.0,Dismissed,8/19/2005 3:53:45 PM,VIOL,Y,True
452731,4/4/2005 10:47:00 AM,1548 N WELLS,5834321,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,MITS,100,200,0.0,Paid,4/21/2005 9:26:48 PM,VIOL,N,True
453217,4/5/2005 12:51:00 PM,168 N CLINTON ST,5871955,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,MITS,100,200,0.0,Paid,4/18/2005 9:12:20 PM,,N,True
458091,4/2/2005 10:39:00 AM,4035 W 26TH ST,Y585288,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,100,200,100.0,Define,4/7/2005 9:00:33 PM,,N,True
458209,3/8/2005 10:15:00 PM,8628 S COTTAGE GROVE,331E567,IL,TMP,0940060,PARK/STAND ON BICYCLE PATH,006,PONT,100,200,0.0,Paid,2/26/2007 1:20:37 PM,SEIZ,N,True
474604,4/7/2005 10:22:00 AM,1728 N WELLS,5442067,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,LEXU,100,200,0.0,Paid,5/13/2005 9:15:25 PM,DETR,N,True
489725,4/7/2005 3:26:00 PM,1746 N WELLS,4729365,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,018,OTHR,100,200,0.0,Paid,7/28/2005 12:54:24 PM,SEIZ,Y,True
497040,4/8/2005 4:05:00 PM,839 W ROOSEVELT,NEEKR54,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,012,NISS,100,200,0.0,Paid,5/9/2005 9:08:36 PM,VIOL,N,True
500581,4/13/2005 1:55:00 PM,1306 S WABASH,C83534,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,100,200,0.0,Dismissed,5/6/2005 4:55:06 PM,VIOL,Y,True
503022,4/12/2005 5:02:00 PM,6151 N KENMORE,T430789,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,024,FORD,100,200,0.0,Paid,5/9/2005 9:10:43 PM,VIOL,N,True
513520,4/15/2005 11:29:00 AM,1531 N WELLS,6090733,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HOND,100,200,0.0,Paid,5/17/2005 9:28:00 AM,VIOL,N,True
524836,3/28/2005 9:00:00 AM,3853 N ELSTON,F268446,IN,TMP,0940060,PARK/STAND ON BICYCLE PATH,017,PLYM,100,200,100.0,Define,4/20/2005 9:00:32 PM,,N,True
